artistName,endTime,source,trackName,valence,duration_ms
Panic! At The Disco,2019-12-04 23:21,0,Don't Threaten Me with a Good Time,,
Panic! At The Disco,2019-12-04 23:24,0,Crazy = Genius,0.447,198040.0
Panic! At The Disco,2019-12-04 23:27,0,Vegas Lights,0.834,189107.0
Alex Brightman,2019-12-04 23:28,0,Say My Name,0.702,235286.0
Panic! At The Disco,2019-12-04 23:31,0,Casual Affair,0.385,197693.0
Panic! At The Disco,2019-12-04 23:34,0,This Is Gospel,0.606,187187.0
Panic! At The Disco,2019-12-04 23:37,0,The End of All Things,0.095,211893.0
Panic! At The Disco,2019-12-04 23:41,0,Girl That You Love,0.287,189240.0
Panic! At The Disco,2019-12-04 23:44,0,Far Too Young to Die,0.543,197467.0
Panic! At The Disco,2019-12-04 23:47,0,Girls / Girls / Boys,0.965,206840.0
Panic! At The Disco,2019-12-04 23:48,0,Collar Full,0.618,198467.0
Panic! At The Disco,2019-12-04 23:48,0,Vegas Lights,0.834,189107.0
MEUTE,2019-12-04 23:50,0,You & Me,0.0954,306423.0
Au/Ra,2019-12-04 23:50,0,Panic Room,0.0636,237773.0
Juan Luis Guerra 4.40,2019-12-04 23:56,0,A Pedir Su Mano,0.699,295280.0
Joji,2019-12-04 23:58,0,CAN'T GET OVER YOU (feat. Clams Casino),,
tobi lou,2019-12-05 00:01,0,Buff Baby,0.512,215385.0
Cuco,2019-12-05 00:05,0,Dontmakemefallinlove,0.839,207692.0
BROCKHAMPTON,2019-12-05 00:08,0,I BEEN BORN AGAIN,0.451,219720.0
Doja Cat,2019-12-05 00:12,0,Juicy,0.458,202333.0
Bazzi,2019-12-05 00:14,0,Paradise,0.591,169038.0
Aminé,2019-12-05 00:15,0,Places + Faces,0.426,161147.0
RIZ LA VIE,2019-12-05 00:15,0,Saturn,0.568,207719.0
Shakira,2019-12-05 00:17,0,Hips Don't Lie (feat. Wyclef Jean),0.756,218093.0
Shakira,2019-12-05 00:17,0,Gordita,0.819,204987.0
Shakira,2019-12-05 00:20,0,When a Woman,0.691,198107.0
Shakira,2019-12-05 00:24,0,Coconut Tree,0.782,230173.0
Shakira,2019-12-05 00:27,0,What We Said (feat. MAGIC!) - Comme moi English Version,0.605,179480.0
Shakira,2019-12-05 00:31,0,Amarillo,0.78,254120.0
Prince Royce,2019-12-05 02:02,0,Deja vu,0.824,196480.0
Shakira,2019-12-05 02:05,0,Toneladas,0.267,191587.0
Black M,2019-12-05 02:08,0,Comme moi (feat. Shakira),0.639,188453.0
Shakira,2019-12-05 02:15,0,Perro Fiel (feat. Nicky Jam),0.893,195213.0
Carlos Vives,2019-12-05 02:18,0,La Bicicleta,0.951,229510.0
Shakira,2019-12-05 02:22,0,Trap (feat. Maluma),0.323,199813.0
Shakira,2019-12-05 02:25,0,Chantaje (feat. Maluma),0.907,195840.0
Shakira,2019-12-05 02:28,0,Nada,0.447,189573.0
Logic,2019-12-05 02:47,0,I Love You Forever,0.245,256307.0
Shakira,2019-12-05 02:47,0,Me Enamoré,0.948,226893.0
Alex Newell,2019-12-05 02:48,0,Nobody To Love,0.537,205133.0
YG,2019-12-05 02:48,0,Who Do You Love?,0.146,233507.0
Wiley,2019-12-05 02:48,0,Boasty (feat. Idris Elba),0.456,177186.0
Kanye West,2019-12-05 02:54,0,POWER,0.577,292093.0
Bad Bunny,2019-12-05 02:55,0,¿Quien Tu Eres?,0.325,159229.0
Keyshia Cole,2019-12-05 03:01,0,Let It Go,0.781,238333.0
Easy Life,2019-12-05 03:04,0,Nightmares,0.667,207004.0
Bobby Caldwell,2019-12-05 03:09,0,What You Won't Do for Love,0.798,286493.0
Bad Bunny,2019-12-05 03:12,0,Estamos Bien,0.439,208080.0
Post Malone,2019-12-05 03:22,0,Wow.,0.388,149547.0
Aaron Tveit,2019-12-05 05:09,0,Do You Hear The People Sing?,0.504,123160.0
Rajitheone,2019-12-05 05:09,0,#WhiteGirlVoice,0.313,253079.0
"Grover Washington, Jr.",2019-12-05 05:13,0,Just the Two of Us (feat. Bill Withers),0.624,237106.0
Samsa,2019-12-05 05:45,0,Anthropocene,0.692,256078.0
JID,2019-12-05 05:46,0,NEVER,0.205,241682.0
Shoreline Mafia,2019-12-05 08:41,0,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",0.488,174336.0
Shoreline Mafia,2019-12-05 09:21,0,Musty,0.04,161558.0
J Balvin,2019-12-06 02:41,0,LA CANCIÓN,0.429,242573.0
Bad Bunny,2019-12-06 02:45,0,NI BIEN NI MAL,0.337,236216.0
Bad Bunny,2019-12-06 02:50,0,Tu No Metes Cabra,0.432,170762.0
Jory Boy,2019-12-06 02:51,0,No Te Hagas,0.433,233251.0
Jory Boy,2019-12-06 22:05,0,No Te Hagas,0.433,233251.0
Danna Paola,2019-12-06 22:08,0,Dos Extraños,0.287,213133.0
Leonel García,2019-12-06 22:12,0,Bailar,0.419,256373.0
Juan Luis Guerra 4.40,2019-12-06 22:18,0,A Pedir Su Mano,0.699,295280.0
Chance the Rapper,2019-12-06 22:23,0,Cocoa Butter Kisses,0.203,307188.0
Joji,2019-12-06 22:24,0,CAN'T GET OVER YOU (feat. Clams Casino),,
Yung Gravy,2019-12-06 22:25,0,Whip A Tesla,0.54,153733.0
J Balvin,2019-12-07 00:12,0,MOJAITA,0.885,187333.0
J Balvin,2019-12-07 00:17,0,Si Tu Novio Te Deja Sola,0.52,243560.0
Cosculluela,2019-12-07 00:20,0,Madura (feat. Bad Bunny),0.751,190909.0
Lunay,2019-12-07 00:24,0,Soltera - Remix,0.8,266087.0
Bad Bunny,2019-12-07 18:31,0,Otra Noche en Miami,0.297,233128.0
Los Solteroski,2019-12-09 02:20,0,Solteroski,0.686,200058.0
PRETTYMUCH,2019-12-09 02:20,0,Me Necesita,0.706,149668.0
CNCO,2019-12-09 02:21,0,Reggaetón Lento (Bailemos),0.71,222560.0
CNCO,2019-12-09 02:21,0,Hey DJ,0.471,206920.0
PRETTYMUCH,2019-12-09 02:21,0,Summer on You,0.694,205792.0
PRETTYMUCH,2019-12-09 02:21,0,Solita (feat. Rich The Kid),0.726,186482.0
PRETTYMUCH,2019-12-09 02:21,0,Me Necesita,0.706,149668.0
PRETTYMUCH,2019-12-09 02:21,0,Me Necesita,0.706,149668.0
PRETTYMUCH,2019-12-09 02:21,0,Me Necesita,0.706,149668.0
CNCO,2019-12-09 02:21,0,Pegao,0.571,204000.0
CNCO,2019-12-09 02:21,0,Pegao,0.571,204000.0
CNCO,2019-12-09 02:21,0,De Cero,0.815,219453.0
CNCO,2019-12-09 02:21,0,De Cero,0.815,219453.0
Soulja Boy,2019-12-09 03:49,0,Crank That (Soulja Boy),0.803,221933.0
Los Solteroski,2019-12-09 20:39,0,Solteroski,0.686,200058.0
Juan Luis Guerra 4.40,2019-12-09 21:34,0,A Pedir Su Mano,0.699,295280.0
The Glitch Mob,2019-12-09 21:35,0,Fly By Night Only (feat. Yaarrohs),0.343,287253.0
Henry Stram,2019-12-09 22:32,0,Fly By Night,0.0395,182227.0
Los Solteroski,2019-12-09 22:35,0,Solteroski,0.686,200058.0
Leonel García,2019-12-09 23:27,0,Bailar,0.419,256373.0
Los Solteroski,2019-12-09 23:47,0,Solteroski,0.686,200058.0
Danna Paola,2019-12-09 23:50,0,Dos Extraños,0.287,213133.0
Juan Luis Guerra 4.40,2019-12-09 23:56,0,A Pedir Su Mano,0.699,295280.0
Rex Orange County,2019-12-09 23:57,0,Sunflower,0.567,252231.0
Lizzo,2019-12-10 00:03,0,Cuz I Love You,0.52,179979.0
Rexx Life Raj,2019-12-10 00:07,0,Moonwalk,0.728,168864.0
Big Heath,2019-12-10 00:10,0,Pablo,0.836,214923.0
Major Lazer,2019-12-10 00:14,0,Know No Better - Bad Bunny Remix,0.601,217815.0
Henry Stram,2019-12-10 04:27,0,Fly By Night,0.0395,182227.0
Adam Chanler-Berat,2019-12-10 04:30,0,Circles in the Sand,0.455,173453.0
Patti Murin,2019-12-10 04:33,0,Daphne Dreams,0.421,183827.0
Adam Chanler-Berat,2019-12-10 04:35,0,More Than Just a Friend,0.47,124280.0
Allison Case,2019-12-10 04:38,0,Stars I Trust,0.156,190547.0
Allison Case,2019-12-10 04:39,0,Breakfast All Day,0.683,56733.0
Bryce Ryness,2019-12-10 04:42,0,What You Do to Me,0.596,156547.0
Henry Stram,2019-12-10 04:45,0,The Prophecy,0.223,197573.0
Henry Stram,2019-12-10 04:46,0,The Prophecy 2,0.568,50467.0
Allison Case,2019-12-10 04:47,0,Pulled Apart,0.816,63893.0
Michael McCormick,2019-12-10 04:50,0,Eternity,0.504,202107.0
Patti Murin,2019-12-10 04:53,0,I Need More,0.257,193440.0
Patti Murin,2019-12-10 04:54,0,The Rut,0.137,60347.0
Adam Chanler-Berat,2019-12-10 05:00,0,At Least I'll Know I Tried,0.324,313440.0
Adam Chanler-Berat,2019-12-10 05:03,0,Me With You,0.451,206427.0
Peter Friedman,2019-12-10 05:08,0,Cecily Smith,0.193,273507.0
Henry Stram,2019-12-10 05:10,0,November Stars,0.0998,148507.0
Will Connolly,2019-12-10 05:15,0,Cecily Smith (Bonus Track),0.372,289893.0
Jessie Shelton,2019-12-10 05:20,0,Our Word,0.426,317080.0
Original Cast of Firebringer,2019-12-10 05:24,0,We Got Work to Do,0.492,232496.0
Anthony Amorim,2019-12-10 05:28,0,Sometimes,0.645,234069.0
Laura Osnes,2019-12-10 05:31,0,This Is Life,0.181,175933.0
Ben Platt,2019-12-10 05:33,0,Unworthy Of Your Love (feat. Zoey Deutch),0.241,213077.0
Ben Platt,2019-12-10 20:13,0,Unworthy Of Your Love (feat. Zoey Deutch),0.241,213077.0
Billy Joel,2019-12-10 20:14,0,Vienna,0.308,214240.0
Billy Joel,2019-12-10 20:14,0,Vienna,0.308,214240.0
Billy Joel,2019-12-10 20:14,0,Vienna,0.308,214240.0
Billy Joel,2019-12-10 20:14,0,Vienna,0.308,214240.0
Ben Platt,2019-12-10 20:14,0,Vienna,0.29,209632.0
Daryl Hall & John Oates,2019-12-10 20:14,0,Rich Girl,0.817,142787.0
Daryl Hall & John Oates,2019-12-10 20:14,0,Rich Girl,0.817,142787.0
Daryl Hall & John Oates,2019-12-10 20:14,0,Rich Girl,0.817,142787.0
Ben Platt,2019-12-10 20:14,0,River,0.338,247606.0
Electric Light Orchestra,2019-12-10 20:14,0,Mr. Blue Sky,0.477,303373.0
Ben Platt,2019-12-10 20:14,0,Run Away,0.371,217933.0
Billy Joel,2019-12-10 20:18,0,Vienna,0.308,214240.0
Daryl Hall & John Oates,2019-12-10 20:20,0,Rich Girl,0.817,142787.0
Wings,2019-12-10 20:23,0,She's My Baby - Remastered 1993,,
Bee Gees,2019-12-10 20:27,0,How Deep Is Your Love,0.674,245200.0
Todd Rundgren,2019-12-10 20:32,0,Hello It's Me,0.779,264093.0
The Beach Boys,2019-12-10 20:35,0,Don't Worry Baby - Remastered 2001,,
Billy Joel,2019-12-10 20:38,0,Movin' Out (Anthony's Song),0.895,210760.0
Stevie Nicks,2019-12-10 20:44,0,Crystal - 2019 Remaster,0.196,353533.0
Electric Light Orchestra,2019-12-10 20:56,0,Strange Magic,0.318,246053.0
Sam Cooke,2019-12-10 20:59,0,You Send Me,0.407,165560.0
Daryl Hall & John Oates,2019-12-10 21:03,0,Sara Smile,0.205,185293.0
Paul McCartney,2019-12-10 21:04,0,Junk - Remastered 2011,0.315,115293.0
Billy Joel,2019-12-10 21:08,0,"Summer, Highland Falls",0.467,199960.0
Electric Light Orchestra,2019-12-10 21:13,0,Mr. Blue Sky,0.477,303373.0
Fleetwood Mac,2019-12-10 21:20,0,Gypsy,0.847,264907.0
Carole King,2019-12-10 21:20,0,Will You Love Me Tomorrow?,0.243,252440.0
Roddy Ricch,2019-12-10 21:24,0,Tip Toe (feat. A Boogie Wit da Hoodie),0.574,185806.0
DaBaby,2019-12-10 21:27,0,BOP,0.836,159715.0
Juice WRLD,2019-12-10 21:30,0,Bandit (with YoungBoy Never Broke Again),0.425,189323.0
Young Thug,2019-12-10 21:57,0,Hot (Remix) [feat. Gunna and Travis Scott],0.545,279907.0
Roddy Ricch,2019-12-10 22:00,0,Peta (feat. Meek Mill),0.269,198849.0
Roddy Ricch,2019-12-10 22:01,0,Start Wit Me (feat. Gunna),0.408,158692.0
Shoreline Mafia,2019-12-11 06:32,0,Musty,0.04,161558.0
JAY-Z,2019-12-11 09:09,0,Welcome To The Jungle,0.325,174133.0
JAY-Z,2019-12-11 09:09,0,Welcome To The Jungle,0.325,174133.0
JAY-Z,2019-12-11 09:09,0,Who Gon Stop Me,0.378,256707.0
JAY-Z,2019-12-11 09:09,0,Otis,0.433,178213.0
FINNEAS,2019-12-11 09:09,0,Lost My Mind,0.0688,169766.0
JAY-Z,2019-12-11 09:09,0,Murder To Excellence,0.578,300960.0
JAY-Z,2019-12-11 09:09,0,Ni**as In Paris,0.769,219333.0
JAY-Z,2019-12-11 09:09,0,Lift Off,0.275,266253.0
JAY-Z,2019-12-11 09:10,0,Made In America,0.55,292067.0
JAY-Z,2019-12-11 09:10,0,Heart Of The City (Ain't No Love),0.802,223240.0
JAY-Z,2019-12-11 09:10,0,Why I Love You,0.373,201373.0
Kanye West,2019-12-11 09:10,0,H•A•M,0.0382,275733.0
JAY-Z,2019-12-11 09:11,0,Run This Town,0.441,267520.0
JAY-Z,2019-12-11 09:11,0,Off That,0.808,246507.0
JAY-Z,2019-12-11 09:11,0,Empire State Of Mind,0.811,276920.0
JAY-Z,2019-12-11 09:11,0,On To The Next One,0.59,256133.0
JAY-Z,2019-12-11 09:11,0,A Star Is Born,0.458,226920.0
JAY-Z,2019-12-11 09:11,0,Real As It Gets,0.515,252613.0
JAY-Z,2019-12-11 09:11,0,Venus Vs. Mars,0.195,190813.0
JAY-Z,2019-12-11 09:12,0,The Story of O.J.,0.576,231760.0
JAY-Z,2019-12-11 09:12,0,Hate,0.75,151427.0
Fat Joe,2019-12-11 09:12,0,All The Way Up (Remix),0.423,284831.0
JAY-Z,2019-12-11 09:12,0,Numb / Encore,0.751,205733.0
JAY-Z,2019-12-11 09:12,0,4:44,0.431,284493.0
JAY-Z,2019-12-11 09:12,0,Otis,0.433,178213.0
JAY-Z,2019-12-11 09:12,0,Intro,0.641,190800.0
JAY-Z,2019-12-11 09:12,0,No Church In The Wild,0.568,272507.0
JAY-Z,2019-12-11 09:12,0,Renegade,0.826,336133.0
Beyoncé,2019-12-11 09:12,0,MOOD 4 EVA (feat. Oumou Sangaré),0.709,272069.0
Kanye West,2019-12-11 09:12,0,Clique - Album Version (Edited),0.327,293533.0
Calibre 50,2019-12-11 09:13,0,Javier El De Los Llanos,0.933,201600.0
Eminem,2019-12-11 09:13,0,No Love,0.33,299507.0
Talib Kweli,2019-12-11 09:13,0,Get By,0.775,227427.0
Dilated Peoples,2019-12-11 09:13,0,This Way,0.628,245827.0
Kanye West,2019-12-11 09:13,0,All Of The Lights,0.221,299613.0
A$AP Rocky,2019-12-11 09:13,0,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",0.66,233787.0
Danna Paola,2019-12-11 09:13,0,Lo Que No Sabes,0.627,234760.0
2Pac,2019-12-11 09:13,0,Ghetto Gospel,0.663,238053.0
Justin Timberlake,2019-12-11 09:13,0,Tunnel Vision,0.573,406640.0
Los Cafres,2019-12-11 09:13,0,Bastará,0.927,279920.0
JAY-Z,2019-12-11 09:13,0,99 Problems,0.548,234627.0
JAY-Z,2019-12-11 09:13,0,Family Feud,0.499,251413.0
Shakira,2019-12-11 09:14,0,Chantaje (feat. Maluma),0.907,195840.0
Shakira,2019-12-11 09:14,0,Hips Don't Lie (feat. Wyclef Jean),0.756,218093.0
Shakira,2019-12-11 09:14,0,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],0.743,202627.0
Justin Timberlake,2019-12-11 09:14,0,FutureSex / LoveSound,0.836,241960.0
Shakira,2019-12-11 09:14,0,"Whenever, Wherever",0.872,196160.0
Dr. Dre,2019-12-11 09:14,0,I Need A Doctor,0.397,283733.0
Carlos Vives,2019-12-11 09:14,0,La Bicicleta,0.951,229510.0
Camilo,2019-12-11 09:14,0,Tutu - Remix,0.865,164191.0
JAY-Z,2019-12-11 09:14,0,On To The Next One,0.59,256133.0
Drake,2019-12-11 09:14,0,Headlines,0.425,235987.0
Wiz Khalifa,2019-12-11 09:14,0,Black and Yellow,0.538,217667.0
Otis Redding,2019-12-11 09:14,0,Try a Little Tenderness,0.068,201733.0
Kanye West,2019-12-11 09:14,0,Jesus Walks,0.715,193733.0
Common,2019-12-11 09:14,0,The Corner,0.471,225333.0
The Notorious B.I.G.,2019-12-11 09:14,0,Juicy - 2005 Remaster,0.777,302693.0
Shakira,2019-12-11 09:15,0,When a Woman,0.691,198107.0
Shakira,2019-12-11 09:15,0,What We Said (feat. MAGIC!) - Comme moi English Version,0.605,179480.0
Prince Royce,2019-12-11 09:15,0,Deja vu,0.824,196480.0
Black M,2019-12-11 09:15,0,Comme moi (feat. Shakira),0.639,188453.0
Black M,2019-12-11 09:15,0,Comme moi (feat. Shakira),0.639,188453.0
Shakira,2019-12-11 09:15,0,Trap (feat. Maluma),0.323,199813.0
Shakira,2019-12-11 09:15,0,Trap (feat. Maluma),0.323,199813.0
Shakira,2019-12-11 09:15,0,Trap (feat. Maluma),0.323,199813.0
Shakira,2019-12-11 09:15,0,Nada,0.447,189573.0
Shakira,2019-12-11 09:15,0,Nada,0.447,189573.0
Shakira,2019-12-11 09:15,0,Nada,0.447,189573.0
Shakira,2019-12-11 09:15,0,Toneladas,0.267,191587.0
Shakira,2019-12-11 09:15,0,Perro Fiel (feat. Nicky Jam),0.893,195213.0
Shakira,2019-12-11 09:15,0,Perro Fiel (feat. Nicky Jam),0.893,195213.0
Shakira,2019-12-11 09:15,0,Perro Fiel (feat. Nicky Jam),0.893,195213.0
Shakira,2019-12-11 09:15,0,Me Enamoré,0.948,226893.0
Juanes,2019-12-11 09:16,0,Bonita,0.961,147493.0
Lil Wayne,2019-12-11 09:16,0,Let The Beat Build,0.886,309000.0
Danna Paola,2019-12-11 09:16,0,¿Dónde Estabas Tú?,0.17,244800.0
Juanes,2019-12-11 09:16,0,Tequila,0.704,159547.0
Shakira,2019-12-11 09:16,0,Me Enamoré,0.948,226893.0
Juanes,2019-12-11 09:17,0,A Dios Le Pido,0.94,205373.0
Pablo Alborán,2019-12-11 09:17,0,"Y, ¿Si Fuera Ella? - + Es +",,
Morat,2019-12-11 09:17,0,Besos En Guerra,0.772,231533.0
Juanes,2019-12-11 09:17,0,La Camisa Negra,0.973,216707.0
Fonseca,2019-12-11 09:17,0,Te Mando Flores,0.855,228680.0
Piso 21,2019-12-11 09:17,0,Pa' Olvidarme De Ella,0.637,227234.0
Cabas,2019-12-11 09:17,0,Bonita,0.785,237336.0
Vicente Fernández,2019-12-11 09:18,0,Hermoso Cariño,0.408,156867.0
Christian Nodal,2019-12-11 09:18,0,No Te Contaron Mal,0.632,156947.0
Christian Nodal,2019-12-11 09:18,0,Ahora,0.603,137320.0
Christian Nodal,2019-12-11 09:18,0,Es Mentira,0.559,172787.0
Christian Nodal,2019-12-11 09:18,0,De Los Besos Que Te Di,0.703,167493.0
Christian Nodal,2019-12-11 09:18,0,Para Olvidarme,0.968,168773.0
Christian Nodal,2019-12-11 09:18,0,Probablemente,0.604,233547.0
Christian Nodal,2019-12-11 09:18,0,Yo No Sé Mañana,0.815,206533.0
Christian Nodal,2019-12-11 09:18,0,Vas A Querer Regresar,0.817,190707.0
Christian Nodal,2019-12-11 09:18,0,Probablemente,0.604,233547.0
Christian Nodal,2019-12-11 09:18,0,Perdóname,0.73,143360.0
Christian Nodal,2019-12-11 09:18,0,Eres,0.435,192560.0
Christian Nodal,2019-12-11 09:18,0,Esta Noche,0.58,157040.0
Christian Nodal,2019-12-11 09:18,0,Adiós Amor,0.722,199320.0
Christian Nodal,2019-12-11 09:18,0,Me Dejé Llevar,0.7,181453.0
Vicente Fernández,2019-12-11 09:19,0,Estos Celos,0.385,190227.0
Vicente Fernández,2019-12-11 09:19,0,Por Tu Maldito Amor,0.393,236480.0
Vicente Fernández,2019-12-11 09:19,0,Volver Volver,0.471,179397.0
Los Solteroski,2019-12-11 09:23,0,Solteroski,0.686,200058.0
Vicente Fernández,2019-12-11 09:23,0,Por Tu Maldito Amor,0.393,236480.0
Vicente Fernández,2019-12-11 09:24,0,Hermoso Cariño,0.408,156867.0
Pedro Fernández,2019-12-11 09:24,0,Debajo Del Sombrero,0.69,190240.0
Christian Nodal,2019-12-11 09:24,0,De Los Besos Que Te Di,0.703,167493.0
Pedro Fernández,2019-12-11 09:24,0,Mi Forma De Sentir,0.274,244560.0
Paquita La Del Barrio,2019-12-11 09:24,0,Rata De Dos Patas,0.685,218198.0
Pedro Fernández,2019-12-11 09:24,0,Yo No Fui,0.903,292400.0
Natalia Jiménez,2019-12-11 09:24,0,Ya Lo Sé Que Tú Te Vas,0.275,231560.0
Pedro Fernández,2019-12-11 09:24,0,Amarte A La Antigua,0.387,218627.0
Pepe Aguilar,2019-12-11 09:25,0,Prometiste,0.603,305120.0
Pepe Aguilar,2019-12-11 09:25,0,Por Mujeres Como Tu,0.357,261132.0
Paquita La Del Barrio,2019-12-11 09:25,0,Romeo y Su Nieta,0.781,134653.0
Luis Miguel,2019-12-11 09:25,0,México En La Piel,0.676,209213.0
Juan Gabriel,2019-12-11 09:25,0,Hasta Que Te Conocí,0.189,433520.0
Juan Gabriel,2019-12-11 09:25,0,¿Por Qué Me Haces Llorar?,0.794,182880.0
Pepe Aguilar,2019-12-11 09:25,0,Me Vas A Extrañar,0.565,260830.0
Natalia Jiménez,2019-12-11 09:25,0,Juro Que Nunca Volveré,0.385,165773.0
Alex Fernández,2019-12-11 09:26,0,Te Amaré,0.543,227973.0
El Chapo De Sinaloa,2019-12-11 09:26,0,Le Hace Falta Un Beso,0.726,167898.0
Pepe Aguilar,2019-12-11 09:26,0,Por el Ruido y por la Lata,0.954,173969.0
Juan Gabriel,2019-12-11 09:26,0,Ya No Vivo Por Vivir,0.476,374107.0
Pedro Fernández,2019-12-11 09:26,0,Yo Soy El Aventurero,0.616,176133.0
Chavela Vargas,2019-12-11 09:26,0,Que Te Vaya Bonito,0.314,204360.0
Lety López,2019-12-11 09:26,0,Si Dios Me Quita la Vida,0.298,230467.0
Ingrid Contreras,2019-12-11 09:26,0,Costumbres,0.215,284421.0
Pedro Infante,2019-12-11 09:26,0,"Despacito, Muy Despacito",0.762,149627.0
Mariachi Internacional CHG De Gamaliel Contreras Huerta,2019-12-11 09:26,0,Qué Más Da,0.612,181341.0
Pepe Aguilar,2019-12-11 09:26,0,Costumbres,0.359,284665.0
Flor de Toloache,2019-12-11 09:26,0,Fortunate Son (Music from the Motion Picture the All Americans),0.623,352412.0
Christian Nodal,2019-12-11 09:26,0,Adiós Amor,0.722,199320.0
Pedro Fernández,2019-12-11 09:26,0,Amarte A La Antigua,0.387,218627.0
"Mauricio Zapata ""El Águila Dorada""",2019-12-11 09:27,0,Lo Vas a Pagar,0.706,188125.0
Pepe Aguilar,2019-12-11 09:27,0,Por Mujeres Como Tu,0.357,261132.0
Pedro Fernández,2019-12-11 09:27,0,Yo...El Aventurero,0.616,176133.0
José Alfredo Jimenez,2019-12-11 09:27,0,Amanecí en Tus Brazos,0.511,244000.0
Flor de Toloache,2019-12-11 09:27,0,Besos de Mezcal,0.737,188017.0
Graciela Beltran,2019-12-11 09:27,0,Ya No Es Lo Mismo,0.643,179174.0
Gabby Tamez,2019-12-11 09:27,0,Me Enamoré,0.707,169075.0
El Búho,2019-12-11 09:30,0,Tecolotin,0.817,262326.0
Mariachi Vargas De Tecalitlan,2019-12-11 09:35,0,Cielito Lindo,0.713,221773.0
Ric Hassani,2019-12-11 09:38,0,Gentleman,0.661,177552.0
Danna Paola,2019-12-11 09:41,0,Dos Extraños,0.287,213133.0
Juan Luis Guerra 4.40,2019-12-11 10:20,0,A Pedir Su Mano,0.699,295280.0
Leonel García,2019-12-11 22:29,0,Bailar,0.419,256373.0
FINNEAS,2019-12-11 22:32,0,Lost My Mind,0.0688,169766.0
JAY-Z,2019-12-11 22:34,0,Hate,0.75,151427.0
JAY-Z,2019-12-11 22:35,0,Hate,0.75,151427.0
JAY-Z,2019-12-11 22:35,0,Ni**as In Paris,0.769,219333.0
JAY-Z,2019-12-11 22:38,0,Ni**as In Paris,0.769,219333.0
JAY-Z,2019-12-11 22:41,0,Otis,0.433,178213.0
JAY-Z,2019-12-11 22:46,0,Run This Town,0.441,267520.0
JAY-Z,2019-12-11 22:47,0,Family Feud,0.499,251413.0
JAY-Z,2019-12-11 22:52,0,Empire State Of Mind,0.811,276920.0
JAY-Z,2019-12-11 22:55,0,Numb / Encore,0.751,205733.0
JAY-Z,2019-12-11 22:59,0,99 Problems,0.548,234627.0
Kanye West,2019-12-11 23:02,0,Jesus Walks,0.715,193733.0
JAY-Z,2019-12-11 23:06,0,Heart Of The City (Ain't No Love),0.802,223240.0
Eminem,2019-12-11 23:11,0,No Love,0.33,299507.0
Shakira,2019-12-11 23:15,0,When a Woman,0.691,198107.0
Black M,2019-12-11 23:18,0,Comme moi (feat. Shakira),0.639,188453.0
Shakira,2019-12-11 23:21,0,Chantaje (feat. Maluma),0.907,195840.0
A$AP Rocky,2019-12-11 23:25,0,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",0.66,233787.0
Calibre 50,2019-12-11 23:28,0,Javier El De Los Llanos,0.933,201600.0
Pablo Alborán,2019-12-11 23:32,0,"Y, ¿Si Fuera Ella? - + Es +",,
Juanes,2019-12-12 02:44,0,Tequila,0.704,159547.0
Christian Nodal,2019-12-12 02:52,0,Eres,0.435,192560.0
Christian Nodal,2019-12-12 02:58,0,Para Olvidarme,0.968,168773.0
Pablo Alborán,2019-12-12 03:02,0,"Y, ¿Si Fuera Ella? - + Es +",,
Wiz Khalifa,2019-12-12 06:29,0,Black and Yellow,0.538,217667.0
Pepe Aguilar,2019-12-12 06:32,0,Por el Ruido y por la Lata,0.954,173969.0
Paquita La Del Barrio,2019-12-12 06:35,0,Rata De Dos Patas,0.685,218198.0
Juanes,2019-12-12 06:39,0,A Dios Le Pido,0.94,205373.0
JAY-Z,2019-12-12 06:41,0,99 Problems,0.548,234627.0
Pedro Fernández,2019-12-12 06:44,0,Debajo Del Sombrero,0.69,190240.0
Christian Nodal,2019-12-12 06:48,0,Probablemente,0.604,233547.0
Juan Gabriel,2019-12-12 06:51,0,¿Por Qué Me Haces Llorar?,0.794,182880.0
Vicente Fernández,2019-12-12 06:54,0,Volver Volver,0.471,179397.0
JAY-Z,2019-12-12 06:58,0,Numb / Encore,0.751,205733.0
Shakira,2019-12-12 07:01,0,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],0.743,202627.0
Calibre 50,2019-12-12 07:05,0,Javier El De Los Llanos,0.933,201600.0
"Mauricio Zapata ""El Águila Dorada""",2019-12-12 07:21,0,Lo Vas a Pagar,0.706,188125.0
A$AP Rocky,2019-12-12 07:21,0,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",0.66,233787.0
A$AP Rocky,2019-12-12 07:24,0,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",0.66,233787.0
Paquita La Del Barrio,2019-12-13 01:05,0,Romeo y Su Nieta,0.781,134653.0
Christian Nodal,2019-12-13 01:08,0,De Los Besos Que Te Di,0.703,167493.0
JAY-Z,2019-12-13 01:12,0,No Church In The Wild,0.568,272507.0
JAY-Z,2019-12-13 01:14,0,Empire State Of Mind,0.811,276920.0
Christian Nodal,2019-12-13 01:15,0,De Los Besos Que Te Di,0.703,167493.0
